genre,description
horror,darkest night year satan allowed free reign walk earth motley crew satanists kidnap sharp tongued southern waitress given dark one bride mortal host antichrist rowdy redneck friends botch ritual violent rescue attempt power hell inadvertently transferred unlikely hosts sacrificed chicken satanists rednecks battle one another evil fowl threatens swallow souls transform demonic army walking dead survive terror zombeak
horror,set aboard luxurious cruise liner ship sails across deep blue ocean series gruesome mysterious murders begins take place soon ocean liner crippled adrift sea become inescapable trap passengers female passenger ship tasked solving murder mystery ensure survival well rest innocent passengers
action,princess fianc king chi learns emperor right hand man pai yeh plotting assassination attempts stop ends accused attempted regicide worse throws poisoned dart meant pai yeh hits princess instead days near death emperor decrees anyone save win hand marriage king chi unable bring antidote sends monkey job monkey saves princess life emperor honor bound keep promise marries daughter monkey sends adrift boat takes deserted island ten years later princess son two alone island uncle monkey boy father king chi hiding mountain improving kung skills order exact revenge
thriller,film tries trace draw parallels lives locus population city panaji goa writer obsessed dostoevsky doctor battling divorce fulcrum around characters evolve like various melodies harmonies symphony lives common characters circumstances movie tries stage day lives people metaphysical conspiracy tries untangle life principle character inadvertently affecting others await turn others relish night long nirvana
thriller,omar car thief son asks gorilla mask participate school play omar afford decides steal car however car omar steals belongs underworld killer compounding already difficult situation bag car bag filled currency notes underworld killer want release thereafter hunt begins
horror,week leading halloween usually exciting time anyone year charmaine kira turning nightmare researching towns history witch hangings charmaine kira discover old book gravestone one towns famous witches elda morgan girls takes book read aloud entry back brings forth year old witch day witches hauntings become prominent point physical attacks charmaine kira must find way stop halloween witch may walk earth
thriller,secret agent traveller works organization known bureau failed last mission traveller given one last chance cryptic objective find mysterious sterns journey traveller must contend ghosts past mine way traps set enemy operatives search answer ultimate question sterns
thriller,know goes friends get stuck trying take shortcut front old house looks barely habitable decide knock door mistake gut tells might wise anyways answer doors unlocked decide check place mistake friends able handle whatever side least tell mistake poke around darkness figure old man seems come nowhere tell looking going long night mistakes still come alsup galt live alone house soon meet family
thriller,feluda gang gets invited north bengal wealthy zamindar solve piece puzzle supposedly leading buried treasure things take turn unexpected mysterious death rumors man eating tiger jungles feluda alias pradosh mitra private detective invited rich former zamindar retired big game hunter north bengal task solve riddle written ancestor long time ago riddle ostensibly contains clue finding hidden treasure belongs family zamindar tarit sengupta personal secretary zamindar killed mysterious circumstances feluda finds tarit already solved riddle process stealing treasure killed mystery thickens many suspects end man eating tiger appears give story new dimension feluda solve see believe mastery satyajit rays writing direction sandip ray seen feluda alias pradosh mitra private detective kolkata invited rich former zamindar north bengal solve riddle written ancestor long time ago personal secretary zamindar killed mystery thickens many suspects
action,kang sung recommends friend hwan bodyguard governor hwan demonstrates martial arts skills governor accidently killed sung charged conspiracy murder sends fleeing palace desperate bid clear name
horror,eric shepherd mike stanley searches answers death brother search eric attacked partially dismembered unknown creature experimental drug called doxital heals eric within hours eric uses drug pay large debt unknown eric drug gives away bad batch could turn take walking zombies
horror,deceased risen graves one instinct feed living academics speculate scientific cause phenomena theologians point armageddon foretold book revelation cities run civilization crumbles family take refuge undead army isolated farmhouse west wales greatest threat already among
thriller,inspector soler left blind attempting prevent murder lost hope ever recovering sight working policeman dusts lawyer degree ventures particularly tough world law decides face challenge alone somebody want susi teenager city poorer suburbs cross path many times needed mario accepts friendship help although constantly arguing end making wonderful loyal extremely effective couple
thriller,creators technology create life like holograms trouble investors use holograms crime robbery goes awry perpetrators turn young intern framed
thriller,indian secret agent comes know terrorists planning release deadly gas atmosphere annihilate anyone inhales including plants animals attempts pass information successful however killed information reaches top authorities urgent meeting decide assign matter ace agent inspector rajesh rajesh summoned briefed mission sets forth way meets gorgeous young woman named rita fall love thereafter matter rajesh terrorists seem find rajesh run life well life rita deadline launching deadly gas coming closer closer rajesh able put stop find exactly betraying
horror,passing away parents anita kumar lives paternal uncle kumar wife seema seema brother vikram family business taken kumar uses money buy old mansion deep countryside rana seema would like anita marry brother anita already given heart sunil runs photo studio poor well kumars forbid see sunil anymore kumar goes take possession mansion anita friends shobha anand ask visit mansion also invite sunil secretly also invite several friends including sunil assistant manghu travel via bus group know mansion holds evil secret beneath mansion locked dungeon biological father lies monster evil beyond imagination primary diet human meat
horror,october hit paranormal show mysterious hauntings held contest infamous bailey house rules simple stay house week win grand prize happened house still mystery people gone missing without trance evidence left couple cameras used one contestants
thriller,finding new employer looking day older since end world war ilsa works arab sheik enjoys importing females use sex slaves american millionaire daughter movie star attractive equestrienne among latest victims vast deserts middle east lascivious tigress ilsa joins white flesh slavery ring maniacal sheikh overlord sharif enjoys importing helpless female sex slaves perverse amusement however kind activity soon get noticed united states intelligence infiltrate usurping dictator kingdom forcing sharif take drastic measures end ilsa infatuated enemy find predicament disobey ruler
thriller,jessica learned brother died upon moving apartment pack belongings noticed old camera begins hear see visions behind camera whenever camera near real hallucinating
action,secret software created american government leaks mumbai india risk going completely underground american spy sent india recover software agent assigned assistant name natasha lead agency indian contacts effort recover software programmer marcelo sanchez planning escape agent assigned play poker game order corner programmer process trying recover software agent falls love assistant suddenly mission turns personal chase begins
horror,coralba since returning trip tuscany shows signs mental imbalance three friends part detective association paranormal phenomena investigate find reason discomfort soon find trouble gang art smugglers dangerous satanic cult led beautiful mysterious woman film pays homage absurd inconsistent voluntarily cinema trash seventies
thriller,entered world dark world people sharing deepest secrets character story stories part bigger solving puzzle truly set free save soul enter saved
thriller,gabriel honest man struggling see son lover lucy takes care boy gabriel longer wanted calling pleading banging closed doors gabriel faces family budge anything let law rejected family road takes devious turn paternal justice new face terror results pretty
horror,based stories collected throughout japan writers hirokatsu kihara ichiro nakayama japanese horror show kaidan shin mimibukuro compiled eight stories seven directors yakei kokusho night watchman zan wisps smoke tebukuro gloves omoi tsu weight sugatami full length mirror shisen line sight yakusoku promise hisao
horror,veteran reporter roger cohen gets hot tip leads trail terror investigation uncovers terrifying tales witches demons walking dead roger gets uncomfortably close learning real truth behind evil become tragic byline story
thriller,hurricane aaron psychological thriller set deep south modern day aaron mid army veteran returns home tour duty christmas coinciding brother winter break law school days later brother girlfriend dies mysterious accident aaron blamed imprisoned decade later aaron paroled moves brother disabled accident killed girlfriend years ago aaron learns truth brother role mysterious accident led incarceration faces choice fatal consequences
thriller,bob dante decide bring wives along fishing trip seems like good opportunity old friends reconnect bob however suffering nightmares wife dante affair group spends time together bob grow anything witnesses terrible crime four find running lives bob finds saddled duty protecting people suspects betrayed danger seems lurk around every turn killer manages stay one step ahead
thriller,defence attorney robert stern scarcely believe eyes meets mysterious client summoned godforsaken industrial park astonishment defendant ten year old boy fragile child chronic illness insists murderer former life robert stern surprise turns horror searches cellar described simon finds human skeleton whose skull split axe beginning simon tells victims whose bodies lain undiscovered years suddenly present becomes murderously dangerous well simon sachs terminally ill ten year old boy claims serial killer previous life apparently prove leads lawyer robert stern locations bodies killed long simon born stern takes compelling mysterious case life
horror,carlo melissa stay seaside villa everything changes melissa discovers ancient book demons ghost year old boy dead years becomes possessed carlo help anna luca professor demonology stop ritual bring rebirth year old demon
action,film core man leaving influences two older siblings crime world experiences relationships gone wrong reverts life crime thought left behind action packed drama explores male female relationship dynamic also delivers hard physical hits well
action,game starts prologue castle siege taking place mirrors fate dracula castle attacked brotherhood light destroying mechanical titan soldiers along faces golden palladin estranged vampiric son vampire knight alucard modern times zobek finds dracula weakened state offers rid old friend immortality price help zobek fears satan return imminent needs dracula strength
horror,tara like killing people long time realized might folks want see like made movie show steps brutally murder person never forgetting holidays year dreaming red christmas
thriller,roommate brutally murdered beverly hills singer posts roommate wanted hopes keeping payments sprawling mansion thriller starring destiny child farrah franklin karma franklin roommate dead order remain mortgage payments find someone move fast though paper gets many replies applicants range exceptionally quirky outright insane eventually karma selects beautiful sky kelle cantwell new roommate karma manager wesley charlie adams help feeling something strange happening client lavish discover even rich famous harbor seriously dark secrets
action,dangerous game near full length film hour long brought jaca film legedit dangerous game man name renegade andrew ringate along culprits hugo collin dahlman sky masterson elijah robin sullivan shane weldon jack munkberg loose looking pieces project began years ago mark tamplen andrew legatt kenith mason carter luedtke xia lin ethan owens daniel mayerchak catch find last pieces sides comply killing next option
action,losing prominent wrestling match korean athletes japanese police disrupt workings korean businesses including lee seong factor vandalize property even kill workers drives lee seong decision join korean freedom fighters occupiers
thriller,series horrifying murders victims always couples staged bizarre collage dioramas cardboard cutouts scribbled childlike messages corrupting power love killer loose fbi looking truck driver emery reed long haul trucker disillusioned american dream accident left wife paralyzed took life son newlyweds jeff krissy time lives car breaks rural road middle nowhere love birds collide forlorn truck driver wild ride leaves everyone questioning true value love american romance
thriller,young age eleven innocent autistic hannah already experienced unbearable burden loss beloved twin sister angel inseparable unfortunately died circumstances still terms loss living roof abusive uninvolved parents hannah seem fresh start new boarding school nevertheless mistreatment alienation await eventually desperate hannah unable overcome constant impediments seek comfort even smallest things however mellow yet persistent penetrating female voice inside head grows stronger day subtle innuendos otherworldly companion become certainty
thriller,synopsis figurine araromire shows story two buddies girl luck lives changed one discovers araromire mysterious figurine abandoned shrine according legend bestows seven years good luck one told next seven years
horror,teenage boy named simon way home found wounded man side walk upon trying assist poor soul medical needs car came speeding towards simon injured man series blackouts glimpses padded cell mysterious man white coat simon awakes alleyway certain survived car accident injuries wounds bear tries resume walk home end encountering various monsters along way brief encounters stalker simon loosing mind roaming around living nightmare get
thriller,someone heist majority house representatives one noticing electoral coup turns america upside people house one man notices political reporter jack sharpe logging time tail end disappointing career jaded politics stung personal hard knocks odd election result ohio congressional district covers sharpe stumbles across irregularities spur dig deeper
action,five superheroines combine forces take five powerful villains universe ever seen led superianna battle threat imposed evil influence villains wish bring chaos earth
action,young aspiring journalist gets opportunity lifetime embedded small band american soldiers height war afghanistan surprise attack become separated unit find trapped insurgent bunker surrounded sides enemy time together journalist able interview brave soldiers uncover come unique personal path taken finds face terror still kindness hope even worst face humanity
action,jesse james set create breaking new television series would test limits modern day stunt performing personal well would next big television series end jesse james
thriller,connie sellecca stars sharon blake successful career woman passionate affair possessive man gregory harrison tries break relationship uncovers dark side former lover starts stalking harassing harrison effectively creepy obsessed spurned lover
horror,four young americans travel europe work counsellors summer camp kids arrive however rage inducing demonic disease spread rapidly animal person resulting counsellors desperately trying escape illness however camp wilderness phones cars wrecked going get safety four american summer camp councellors get bargained old manor spain synthetic water born fungal disease turns savage killers spanish wilderness without contact without help make matters worse alone
horror,florian sirko one time love macy patterson face problem curse originally cast attack haidamark cossacks nemirov poland spawning mythological creature vodnik curse plagues sirko family citizens town paying souls macy course hesitant believe urban legend local county sherriff ben cade suspects florian dealing grief losing brother sinister way running parallel story george bulter iii teddy marsh two culinary masters local greasy spoon diner trying perfect art buffalo frog legs george inherited establishment uncle corey boy dimi florian macy fateful day dimi disappearance years prior george convinced recent nightmare strange larger life creature frog companions stalking wants payback two storylines head collision protagonists realize way break curse send vodnik back hell collect souls problem creature eye one final soul macy
thriller,four workers decide make barbecue island getting little drunk one accidentally dies game everything complicate attempting dispose body job assistant unexpectedly arrives island
action,arriving amidst foggy haze bullet train comes shotgun carrying jack quick battles two crime forces controlling streets hollywood godfather hollywood rinaldi struggling maintain choke hold city coming son jacob fighting become supreme gang lord streets enter jack quick defeat two gang families holds barred confrontation
action,dada indian hindi film direct producer jugal kishore film stars vinod mehra bindiya goswami amjad khan shashi puri lead roles film musical score usha khanna watch full movie dada online eros action drama enmity two families aftermath krishna righteous young man last survivor family gets brutally killed shibnath years pass krishna forgets past shibnath animosity remains fresh happens shibnath son bhawani tries reopen krishna old wounds
thriller,sarah starts dreams different parallel earth begins soul searching journey figure dreams dreams look eyes parallel version journey cut short gets caught conflict could cause global apocalypse
horror,group students archaeology assignment everglades decide throw dance party one night spot choose happens burial site ancient indian medicine man named tartu returns dead take revenge desecrated grave site
thriller,chilling thriller group art thieves conspire retrieve stolen century painting missing decades love murder enter thieves lose one thing originally held together trust two art thieves chloe tuschel karen sillas risk happened sour grapes daren iginla john battle blind luck true colors law order beverly hills heat mysterious man named billups meet south france believe find missing painting problem chloe darren lovers chloe wants billups question darren finds billups murdered realizes chloe force reckoned immediately leaves stunned darren would resolve betray chloe sets find missing masterpiece traces painting warehouse los angeles poses buyer attempt get close merchandise steal arrives shocked discover darren already closed painting posing worker warehouse rivalry lovers quickly becomes dangerous competition controlled chloe anyone crosses path becomes casualty finding painting becomes secondary psychologically lethal game chloe begins play darren chaos ensues fbi closes thieves lead missing masterpiece deadly game retrieve painting becomes complex owner warehouse janitor discover painting worth devise plans murder mayhem unfold conspiracy grows larger two thieves continually deceive betray one another climatic conclusion darren chloe race outsmart risk losing everything
horror,stefano young blogger looking evidence paranormal activity curious story abandoned villa rumour gruesome events taken place decides investigate determination soon pay something dark hiding inside house
action,hanzo incorruptible unorthodox officer edo famous self discipline love shaft sword backdrop magistrate occasional rounding vagrants hanzo learns infamous killer longer island prison escape never hanzo investigation leads magistrate mistress killer former lover hanzo pursues political questions suggest complicity highest levels using sexual assault interrogates mistress later favorite edo powerful woman get bottom going powerful forces get fired killed
thriller,bolivia annual carnival wealthy hector carjacked two punks hold gunpoint demand take apartment rob arrive apartment take elevator elevator becomes stuck three men trapped three days claustrophobic battle wits
thriller,seventeen years ago mike gillis killed new mother twin girls took babies house woods claiming appease wife desire kids mike committed multiple murders seven years protect growing girls locked basement even finally killing wife one day fire house causes collapse mike twins present day stacy walker flees uncle old secluded cabin woods escape abusive boyfriend head begins clear feels free thoughts first night haunted ghosts little girls crying mother meanwhile detective black investigating year old case twins disappearance mother murder cold trail suddenly turns warm case leads secluded mountainous region stacy escaped stacy beginning figure life well trying unravel mystery visions stacy friends unaware abused past bring boyfriend see stacy brink insanity twin ghosts keep reappearing black gets closer truth stacy finds middle murder spree
horror,trio suspenseful horror stories twisted plots heaping helpings babes blood two sorority sisters jogging attacked hooded figures think know happening story takes shocking turn stunning bikini clad woman meets mild mannered trailer court resident pool someone watching knows plans teach lesson evening wears events unfold shocking ways heartbroken kelsey takes house sitting job remote countryside soon homeowners leave strange disturbing things start happening kelsey makes startling discoveries nightmarish visions appear darkness falls shadows dread grow kelsey survive night
action,caught duty hold law obligation ancient samurai code japanese cop reluctantly travels australia infiltrate underground drug syndicate deal brother murderers way restore honor family name
thriller,based acclaimed play nicholas kazan directed kenneth kokin producer second unit director usual suspects way gun story takes place two time periods gregory delivers beautiful year old niece friend alan alan sees sex sport takes advantage year later young woman manya gets delicious revenge wicked wit greek tragedy electra born
thriller,yoo joon aspired become distinguished reporter works third rate one involved affair married woman hears wants breakup yoo joon decides back even means kill husband
thriller,pale star possessiveness love possession peels back expose power control see dark heart love murder tragedies two couples lives collide dramatic black landscapes southern iceland solveig kills husband fight abuse daughter dis molly tourist flees abuse drunken husband kurt molly arrives solveig isolated house begin given shelter things begin unravel sickly comatose kurt also brought solveig solveig offers help molly problem husband molly idea direction help going take makes fundamental error lead deaths finally understanding dis fate
thriller,man mental condition living fantasy world detached emotional responsibility real life prime suspect series murders targeting young women bill thompson awakens reality forced confront truth really serial killer behind murders perfect fall guy easy find answers differentiate fact fiction bill must struggle ground reality unfold mystery behind killings way prove innocence disposable story man must confront truth order save
horror,five years since vampires risen power led wes allan meyette vampires set find spell resurrection wes wants gain unlikely team gearing reclaim night stop getting wants
horror,story david beckham athlete celebrity model global icon style marks beginning end david beckham football career brand beckham much sport comes next david beckham
horror,artist named jiajia promised show girl friend wei ling around japan eventually fails show reason wei ling goes gets accommodated family run hot spring hotel shimizu jiajia japanese boyfriend begins endless weird experience haunted hotel even sinks series horrible homicides victims family members shimizu without exception every clue found connected jiajia
horror,documentary house called cathnafola republic ireland acclaimed paranormal investigator chris halton find footage night vigil taken three teenagers becomes interested investigates house along mark holmes
thriller,elder magus thelemic temple horus passed away jack mason promising young sex magickian cultivated advance lineage loses elder magus biological son unexpectedly inherits everything plans commercialize franchise temple jack plots deadly revenge falls dizzying maze encounters underworld characters desert brujas twist fate never saw coming
thriller,governments pushing blame economic resection population nation believing way solve crisis total control population idea population control extermination
thriller,neighbours workmates max greif another suburban misfit private man shuns world occasional solace bush knew saw shallow graves victims blood hands quick judge never know one see really live tell max grief roadman lorraine jackson shy working man across street dreams one day sharing life life far tedium caring bed ridden father never told never spoken word sabotaged water pipe thrusts together lorraine tenderness loving nature something max never known allows hope believe possibly love free demons haunted memory sadistic father racked self loathing soon back road looking next kill love deepens lorraine madness long hide dark soul lorraine far let life stares abyss let live
horror,john new student exclusive private school trouble group bullying jocks jealous friendship beautiful classmate mary intrigued enigmatic misfit luc offers chance get back using witchcraft realise price new found power may life
horror,wake horrible accident years prior someone something moped terrorizing small sleepy southern town heads police force sheriff lillian williams reluctant stoner son dennis hill deputy heck jones stop late
action,fire breaks berlin fernsehturm radio tower trapping several people restaurant observation deck top team firefighters including disgraced former member rush rescue chaos erupts among trapped
thriller,military sergeant battles ptsd develops psychopathic tendencies blood lust drives begin ordering ride shares several drivers killed result murderer likes take photos victims dismembered bodies mementos inspector curtis called onto case bizarre thriller soundtrack wire riots
horror,johnny blake man haunted past dedicated destruction dark forces three beautiful sisters spawn demon seek control johnny mind body soul must save also world bewitching sirens
action,heather young college girl decides take trip europe order clear mind father recent death hopefully figure next phase life process soon arriving comes across three young parisian trust fund babies taste wild city nightlife trio pierre olivier astrid quickly draw heather charms thirst life launching european adventure heather first nights full fun seeing underground nightclub scene paris offer quickly putting mind ease even lets guard enough allowing kiss pierre possibly beginning new romance later evening newly formed foursome heads olivier apartment outskirts paris home luxurious yet rustic fun however short lived hearing commotion hall apartment pierre decides investigate stumbles upon foot soldier working local terror group operating area pierre sees makings city wide attack spotting homemade bombs maps computers never stands chance pierre quickly murdered terrorist heather walks witnessing bloody event fights life running away using whatever takes get away maniac scuffle somehow heather wounded terrorist enough kill lives danger heather olivier astrid must run hiding using every ounce skill smarts stay alive try desperately get information right people edward remington top british operative working interpol quickly put case race time remington interpol get trio terror group bent blood revenge seal fate clock ticking lives possible attack city hang balance
action,park south korean secret agent stationed tokyo meets falls love north korean spy code named eliza eventually returns feelings begins feed false reports superiors aid efforts end korean war
action,shiva akshay kumar small time conman love paro sonakshi sinha pretty girl met wedding invited perfect world enters six year old chinki inexplicably believes shiva dad bad enough shiva also becomes object series life threatening attacks gang deadly criminals seem know something trying desperately save life love shiva stumbles upon deadly secret secret take small town bihar town terrorized ruthless politician mafia controls town whose inhabitants hope redemption shiva
thriller,kanchanjungha express story nandini life inspector surya sekhar gupta meets ranjana train kanchanjungha express ranjana shares story friend nandini whose two husbands bhaskar majumdar raj burman live partner vikram sinha died circumstances surya understands ranjana actually nandini suspect behind three murders searching confronts nandini mentally ill sister raka confesses killed three men torturing sister raka sent mental hospital treatment doctors sure behind murders
thriller,irish woman moves suburbs dublin begins receiving phone calls stranger coincidentally city plagued serial killer uses method lure victims even though aware finds inexplicably drawn man next victim phone call killer
horror,lovely young couple hits rough patch marriage jean fosters husband back stable physical health greg rustles hazardous emotional debris jean becomes pregnant greg suspects inner demons may become metaphor
horror,homage european exploitation man searches missing girlfriend abducted clan vampires led insane nazi doctor must battle horde bloodsuckers order retrieve soul woman loves save eternal damnation
thriller,story based facts taken authenticated newspaper files truly motivated ted andrews clearly known although childhood filled depression hate mother lonely adult life seeded migraine headaches possible start use telephone high powered telescope terrorized neighborhood peered private lives people never dreamed watching saw heightened desire perversion finally became obsessed one woman woman dignity station wealth security plan step step degrade bring level existence make animal convinces kill ten year old son cooperate result agrees perform telescope later forces meet motel completes act degradation ending shocking opening
horror,group college students led professor mountains search yeti students start killed one one
thriller,following death ceo robert loring precisely fbi sends jordan price one best brightest solve case key executives murdered exactly time jordan finds investigating past order solve case quickly discovers ultimate cover gun solve mystery next victim killed
action,pacific coast television personality community activist sabrina parisi taking stand preserve precious coast oceans hot hollywood fashion producing unique entertaining educational program irl events pop fashion sport blend fashion sport music parisi ocean conservation effort attracted support high profile hollywood fashionistas dignitaries activists entertainers give generous amounts starlight shine worthy cause
horror,much needed vacation heather ian dunlap visit harper store wood carving gift shop owned man known locals hands stumble upon splinter old hand carved creation around centuries warned keep away ian decides must take splinter warnings splinter taken base evil released soon acts grisly violence carnage ensues
horror,bob odd vampire one dracula many children night trying live normal unlife mortal world easy immortal discriminatory world everyone around afraid powers thirst blood
horror,south sanity first ever fictional feature film made antarctica routledge research station antarctica fourteen souls left winter britain largest antarctic base nearly six months winter contact lost rescue team sent investigate one found alive cut outside world small community gradually become fractured antagonistic dark crucible malcontent killer emerges isolated disparate group members one one paranoia ensues one safe filmed edited entirely location antarctica story demonstrates even inhospitable environment earth malevolent threat lurks inside
action,murder outspoken high profile entertainer lone gunman apprehended vigilantes course brutal interrogations clues shed light covert government plan place depopulate citizenry
horror,madison family tries cope kidnapping son could abducted serial killer connections husband however investigation victoria late first wife arnold madison returns dead attempt help husband find missing son
horror,five college friends reunion castle piemonte italy local legend says queen castle johanna anjou blamed local drought famine hung villagers placed curse journal killed group intrigued legend one night drunk enter forbidden room joanna died find journal spirit joanna returns thirst revenge horrific
thriller,losing love life terrible accident kara moves across country attend writing program los angeles finds room board charlie fratelli kooky cheerful woman loves drink wine flirt younger men kara meets jason shy law student immediately takes kara though meek nature prevents making move instead older dreamier man named paul reese sweeps kara feet paul established crime novelist kara immediately taken smooth confidence soon seems though everyone wronged kara ends paying ultimate price begins wonder really knows paul kara enlists jasons help find truth soon two come haunting conclusion
thriller,jim conrad reluctant hitman ordered buenos aires complete one last contract task becomes complicated intended victim proves well protected man accompanied beautiful mistress caught conrad eye
horror,vampire hunter expert swordsman kronos finds small village several local young women found advanced state age youth drained vampire kiss kronos search leads durward estate met effete children apparently aged sick lady durward
horror,independent film company sends videographer ahead story investigate body farm human decomposition researched footage sends back leads rest team follow footsteps uncover grisly medical abyss
thriller,shaws need escape ben takes wife penny mountain house weekend getaway vast appalachian mountains drunken night ben awakens sometime next morning wife side house must put clues together happened night adapting overcoming strange obstacles wait beautifully harsh appalachian mountain range
horror,clark young mathematics major university thinks found best deal student housing group squatters live abandoned hospital secretly quirky residents let community provided follow rules including telling anyone living arrangements seems wonderful discovers reason hospital abandoned series murders strange shrieking killer never captured discovery someone living hospital using occult means bring back shrieker demonic force summoned controlled human knows proper procedure strange occult circles discovered clark finds main suspect newest resident
action,ching prisoner honk kong jail large population mainland chinese prisoners ching escapes see young son put orphanage surrenders authorities vengeful chief security zau arranges ching set eyes mainland gang led affable dragon dragon ching escape separately fugitives hook together bond ching recaptured instigates riot save hide mainlanders chaos ching gets revenge skull working zau set zau
horror,takashi shimizu famed director behind grudge horror franchises comes one undiscovered films set urban japanese city three young aspiring models first fashion shoot abandoned neglected school one hot summer day without warning strange events begin occurring around set causes models photo crew question sanity one one begin dying agonizing painful death deaths seemingly caused none terror shores japan strike never scene outside japan
thriller,jang woos little sister murdered hardly evidence could lead killer police little hope catch murderer desperate take revenge searches help female shaman connects young woman young woman medium agrees help jang woo images sees leading pharmacist min yak gook followed jang woo everywhere goes develops obsession proof min killer sister true murderer also know watched aims jang woo young woman
horror,dead winter winona returns hometown much needed break stressful lifestyle relaxing vacation quickly turns frantic fight survival running old friends local bar group returns winona cabin continue reunion soon find face face death disguised behind icy mask killer lurking stop survivors blood runs cold frostbitten slasher turns snow red gore
horror,twelve year old ryan billings diagnosed acute fear dark spends night lying awake torment waiting watching evil darkness grows stronger feeding fear older brother dale suspects nothing wrong ryan ploy attention regardless promises watch little brother parents head party night outside storm rages power goes darkness envelops house ryan knows tonight evil finally come claim dale desperately tries everything try calm horrors dark make realize ryan good reason afraid ryan billings twelve years old boy trauma dark prank friends protective parents sandy eric billings let alone night house many emergency lights sandy eric important party night reluctant end ryan stays home seventeen years old brother dale listens fears dark things along four hours along storm followed blackout suddenly weird things happen billing home
horror,daniel gets hospital cured vampirical obsessions life takes weird turn transforms vampire starts kill women despite young fiancee support daniel fate definitely doomed
horror,follows old money family still dealing death youngest daughter several years later honoring daughter death long con axe wielding serial killer vengeful ghost coalesce night target family everyone family secret nobody wants face someone survive truth needs come sooner later
thriller,lingerie model strangled inside wealthy fashion designer house designer obvious suspect police appear dragging feet investigation private detective cassandra decides investigation posing model
action,soldier fortune ken conway gets job offer former fiancee look whereabouts missing scientist scientist working pharmaceutical researcher krago conway goes undercover infiltrate doctor operation soon discovers krago scheme creates super diseases cures time gets rich releasing disease selling cure ken tries take information authorities finds late infected doctor latest creation hours left live get hands antidote
action,max hunts eliminates rogue agents one day discovers terrible secret employers help old college sweetheart max run simultaneously trying bring agency created
action,yoddha story modern hero rises evil resides within family easy war enemy across border takes lot guts bravery wage war people prevail justice law ever demeaning society duty life mission warrior
thriller,donna demand corbin bernsen twisted take low voltage celebrity overnight internet stars happens two cross paths kilter love triangle girl half age disapproving string wives stalker monkey mask
action,kashi lives middle class lifestyle mom dad honest father refuses change testimony order accommodate gangsters kill mother traumatized kashi grows takes crime career arrested lands allahabad jail meets befriends another convict shiva second time men meet restaurant mumbai shiva company wife meena kashi fianc anjali kashi never forgotten parents assailants already found killed two locate third killer guns quite unknown men work rival underworld dons estranged brothers mani ravi verma third time two men meet behest shiva unusual mission kashi question remains kashi meet shiva even dares commit mission knowing fully well may devious plot ensnare kill
thriller,jessica fianc evan moved city dream home quiet suburban street soon jessica catches seemingly friendly new neighbor simon strange lie let rest danger escalates simon lures inside home imprisons jessica secret bunker meticulously decorated idealized style meets robin woman held captive simon several years brainwashed living faithful companion fate set jessica unless somehow find way escape simon time warped prison
action,inspector vijay saxena pooja kumari tiwari love obstacle pooja dad wealthy chief minister state vijay background lower middle class humiliated tiwari vijay marries advocate kiran together give birth daughter named bobby kiran represents number defendants charged police always hand secure release causes acrimony marriage unmarried pooja enters vijay life time intends stay close family tragedy strikes saxena family kiran killed assailants police clues killers vijay takes upon bring culprits justice finds bobby kidnapped way save turning kidnappers
horror,gruesome murders south african farmers spur reports possible cryptid creature previously discovered science worldwide news coverage gruesome murder attracts international team scientists remote area considered cradle civilization
action,evil black ninjas bloody attempt take world barbaric leo pierce leads fierce black ninjas rampage death destruction outskirts thailand nothing sacred one safe savage tortures unforgiving warriors
action,film tells story kgb agent lantsov arrives beirut two ussr embassy employees kidnapped protagonist motto serve country cost fight comrades despite political interests end
action,twenty five years future governments outsourced military operations private multi national corporations jake carpenter newly enlisted soldier mantel army seeking fulfillment thrills fighting good cause thanks high tech arsenal vehicles deadly weaponry performance enhancing bio medical support mantel corporation ruthlessly efficient soldiers feared terrorists dictators corporation political enemies conflict begins war torn country south america sent fight vicious rebel faction promise hand first glance well things quickly begin look little strange
thriller,sexy blond hairdresser mid west inherits father beverly hills apartment complex along creepy gardener slew murders things get complicated dectective case falls slashes gashes sex surprises abound murder mystery
horror,paul four friends head ash farm weekend camping trip film small documentary stories david sullivan devil worshiping farmer slaughtered family back disappeared without trace one campers goes missing find murdered woods four remaining campers running lives cant find way back car paul films whole thing handheld camera pauls reasons going ash farm really david sullivan intentions sinister
thriller,two wealthy gamblers arrange ultimate sport hire hit man set colluci konrad hunt city started brutal game turns series double crosses deaths
horror,paranormal investigator trapped haunted skyscraper christmas eve skeptical young woman georgette dubois horrified confronted reality supernatural risks life limb escape ghoulish prison stranded floor
thriller,mesmerizing fictional cat mouse cryptic spy thriller set berlin germany recounting theft prized orlov diamond kremlin german counter intelligence efforts nkvd kgb get back ending one finest double crosses classic thriller history
horror,white wife son receive visit person possesses monkey paw magic powers grants three desires monkey paw power demonstrating destination governs life men nobody oppose without receiving hideous punishment white check
horror,head girl justine gives speech funeral teenage schoolmate darren mullet committed suicide recall invited alexis date celebration party house friend bradley soon justine discovers darren crush bullied bradley friends including alexis one bradley friends found dead discover darren returned beyond revenge humiliations submitted
horror,small mid western town rockford still haunted series bizarre killings voluptuous tempestuous vigilante sylvia trumbull salivating revenge mysterious killer terrorizing delectable women years consequently pumpkinman perfect mouthwatering prey along others hot teenyboppers sexy hookers showdown begins halloween
